"date","category","disp_desc","n"
2019-07-22,"Officer-Initiated Contact","Service",11
2019-07-22,"Online Crime Reporting","Report Taken",39
2019-07-22,"Patrol Response for Assessment","Advised",9
2019-07-22,"Patrol Response for Assessment","Cancelled by RP",4
2019-07-22,"Patrol Response for Assessment","Referred",1
2019-07-22,"Patrol Response for Assessment","Service",30
2019-07-22,"Patrol Response for Assessment","Transient Contact",2
2019-07-22,"Patrol Response for Assessment","Unable to Locate",2
2019-07-22,"Property Theft/Destruction/Lost","Advised",1
2019-07-22,"Property Theft/Destruction/Lost","Arrest Made",1
2019-07-22,"Property Theft/Destruction/Lost","Referred",3
2019-07-22,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-22,"Property Theft/Destruction/Lost","Service",2
2019-07-22,"Required Other Agency/Department Response","Service",1
2019-07-22,"Suspicious Activity","Advised",1
2019-07-22,"Suspicious Activity","Cancelled by RP",1
2019-07-22,"Suspicious Activity","Service",7
2019-07-22,"Suspicious Activity","Unable to Locate",5
2019-07-22,"Traffic/Minor Vehicle Violations or Issues","Cancelled by RP",1
2019-07-22,"Traffic/Minor Vehicle Violations or Issues","Service",3
2019-07-22,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",2
2019-07-22,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2019-07-22,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-22,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2019-07-22,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-23,"Documentation Only/Miscellaneous","Report Taken",1
2019-07-23,"Documentation Only/Miscellaneous","Service",2
2019-07-23,"Drug/Alcohol","Unable to Locate",1
2019-07-23,"Mental Health/Welfare","Cancelled by RP",1
2019-07-23,"Mental Health/Welfare","Service",3
2019-07-23,"Nuisance/Code Enforcement","Advised",1
2019-07-23,"Nuisance/Code Enforcement","Referred",1
2019-07-23,"Nuisance/Code Enforcement","Service",4
2019-07-23,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-23,"Officer-Initiated Contact","Advised",6
2019-07-23,"Officer-Initiated Contact","Arrest Made",1
2019-07-23,"Officer-Initiated Contact","Cited",3
2019-07-23,"Officer-Initiated Contact","Service",17
2019-07-23,"Patrol Response for Assessment","Advised",4
2019-07-23,"Patrol Response for Assessment","Cancelled by RP",4
2019-07-23,"Patrol Response for Assessment","Referred",1
2019-07-23,"Patrol Response for Assessment","Report Taken",1
2019-07-23,"Patrol Response for Assessment","Service",37
2019-07-23,"Patrol Response for Assessment","Transient Contact",5
2019-07-23,"Patrol Response for Assessment","Unable to Locate",3
2019-07-23,"Patrol Response for Assessment","Unfounded",1
2019-07-23,"Property Theft/Destruction/Lost","Online Crime Report",1
2019-07-23,"Property Theft/Destruction/Lost","Service",5
2019-07-23,"Suspicious Activity","False Alarm",3
2019-07-23,"Suspicious Activity","Service",5
2019-07-23,"Suspicious Activity","Unable to Locate",3
2019-07-23,"Suspicious Activity","Unfounded",1
2019-07-23,"Traffic/Major Safety","Service",1
2019-07-23,"Traffic/Major Safety","Unable to Locate",1
2019-07-23,"Traffic/Minor Vehicle Violations or Issues","Service",1
2019-07-23,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-23,"Violent Crime/Abuse or Neglect/Public Safety","Service",6
2019-07-23,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",1
2019-07-24,"Documentation Only/Miscellaneous","Referred",1
2019-07-24,"Documentation Only/Miscellaneous","Service",7
2019-07-24,"Drug/Alcohol","Service",1
2019-07-24,"Mental Health/Welfare","Cancelled by RP",3
2019-07-24,"Mental Health/Welfare","Report Taken",1
2019-07-24,"Mental Health/Welfare","Service",6
2019-07-24,"Nuisance/Code Enforcement","Advised",2
2019-07-24,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-24,"Nuisance/Code Enforcement","Referred",2
2019-07-24,"Nuisance/Code Enforcement","Service",6
2019-07-24,"Nuisance/Code Enforcement","Unable to Locate",3
2019-07-24,"Officer-Initiated Contact","Advised",4
2019-07-24,"Officer-Initiated Contact","Arrest Made",1
2019-07-24,"Officer-Initiated Contact","Service",13
2019-07-24,"Online Crime Reporting","Report Taken",8
2019-07-24,"Patrol Response for Assessment","Advised",4
2019-07-24,"Patrol Response for Assessment","Cancelled by RP",6
2019-07-24,"Patrol Response for Assessment","Report Taken",3
2019-07-24,"Patrol Response for Assessment","Service",20
2019-07-24,"Patrol Response for Assessment","Unable to Locate",5
2019-07-24,"Patrol Response for Assessment","Unfounded",1
2019-07-24,"Property Theft/Destruction/Lost","Advised",1
2019-07-24,"Property Theft/Destruction/Lost","Cited",1
2019-07-24,"Property Theft/Destruction/Lost","Civil Problem",1
2019-07-24,"Property Theft/Destruction/Lost","Online Crime Report",1
2019-07-24,"Property Theft/Destruction/Lost","Report Taken",1
2019-07-24,"Property Theft/Destruction/Lost","Service",3
2019-07-24,"Required Other Agency/Department Response","Referred",1
2019-07-24,"Suspicious Activity","Service",6
2019-07-24,"Suspicious Activity","Unable to Locate",2
2019-07-24,"Traffic/Major Safety","Referred",1
2019-07-24,"Traffic/Major Safety","Report Taken",1
2019-07-24,"Traffic/Major Safety","Service",1
2019-07-24,"Traffic/Minor Vehicle Violations or Issues","Referred",2
2019-07-24,"Traffic/Minor Vehicle Violations or Issues","Service",2
2019-07-24,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",4
2019-07-24,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-24,"Violent Crime/Abuse or Neglect/Public Safety","Unable to Locate",2
2019-07-25,"Documentation Only/Miscellaneous","Service",3
2019-07-25,"Mental Health/Welfare","Cancelled by RP",2
2019-07-25,"Mental Health/Welfare","Referred",1
2019-07-25,"Mental Health/Welfare","Report Taken",1
2019-07-25,"Mental Health/Welfare","Service",2
2019-07-25,"Nuisance/Code Enforcement","Advised",2
2019-07-25,"Nuisance/Code Enforcement","Referred",2
2019-07-25,"Nuisance/Code Enforcement","Service",4
2019-07-25,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-25,"Officer-Initiated Contact","Advised",6
2019-07-25,"Officer-Initiated Contact","Cited",2
2019-07-25,"Officer-Initiated Contact","Service",8
2019-07-25,"Online Crime Reporting","Report Taken",7
2019-07-25,"Patrol Response for Assessment","Advised",3
2019-07-25,"Patrol Response for Assessment","Cancelled by RP",10
2019-07-25,"Patrol Response for Assessment","Referred",4
2019-07-25,"Patrol Response for Assessment","Service",25
2019-07-25,"Patrol Response for Assessment","Unable to Locate",4
2019-07-25,"Property Theft/Destruction/Lost","MORF",1
2019-07-25,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-25,"Property Theft/Destruction/Lost","Service",4
2019-07-25,"Required Other Agency/Department Response","Incident Number Given",1
2019-07-25,"Suspicious Activity","Advised",2
2019-07-25,"Suspicious Activity","Cancelled by RP",3
2019-07-25,"Suspicious Activity","Service",2
2019-07-25,"Suspicious Activity","Unable to Locate",1
2019-07-25,"Traffic/Major Safety","Referred",1
2019-07-25,"Traffic/Major Safety","Service",1
2019-07-25,"Traffic/Major Safety","Unable to Locate",1
2019-07-25,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-25,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-25,"Traffic/Minor Vehicle Violations or Issues","Service",5
2019-07-25,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2019-07-25,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-25,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2019-07-26,"Documentation Only/Miscellaneous","Service",3
2019-07-26,"Mental Health/Welfare","Service",1
2019-07-26,"Nuisance/Code Enforcement","Advised",5
2019-07-26,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-26,"Nuisance/Code Enforcement","Referred",4
2019-07-26,"Nuisance/Code Enforcement","Report Taken",1
2019-07-26,"Nuisance/Code Enforcement","Service",12
2019-07-26,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-26,"Officer-Initiated Contact","Advised",5
2019-07-26,"Officer-Initiated Contact","Arrest Made",1
2019-07-26,"Officer-Initiated Contact","Cited",7
2019-07-26,"Officer-Initiated Contact","Report Taken",2
2019-07-26,"Officer-Initiated Contact","Service",10
2019-07-26,"Patrol Response for Assessment","Advised",3
2019-07-26,"Patrol Response for Assessment","Cancelled by RP",9
2019-07-26,"Patrol Response for Assessment","Referred",2
2019-07-26,"Patrol Response for Assessment","Report Taken",1
2019-07-26,"Patrol Response for Assessment","Service",20
2019-07-26,"Patrol Response for Assessment","Unable to Locate",3
2019-07-26,"Property Theft/Destruction/Lost","Report Taken",7
2019-07-26,"Property Theft/Destruction/Lost","Service",1
2019-07-26,"Required Other Agency/Department Response","Referred",1
2019-07-26,"Suspicious Activity","Advised",1
2019-07-26,"Suspicious Activity","False Alarm",1
2019-07-26,"Suspicious Activity","Report Taken",1
2019-07-26,"Suspicious Activity","Service",6
2019-07-26,"Suspicious Activity","Unable to Locate",4
2019-07-26,"Suspicious Activity","Unfounded",1
2019-07-26,"Traffic/Major Safety","Advised",1
2019-07-26,"Traffic/Major Safety","Report Taken",2
2019-07-26,"Traffic/Major Safety","Service",3
2019-07-26,"Traffic/Minor Vehicle Violations or Issues","Advised",1
2019-07-26,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-26,"Traffic/Minor Vehicle Violations or Issues","Report Taken",2
2019-07-26,"Traffic/Minor Vehicle Violations or Issues","Service",4
2019-07-26,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2019-07-26,"Violent Crime/Abuse or Neglect/Public Safety","Arrest Made",1
2019-07-26,"Violent Crime/Abuse or Neglect/Public Safety","Cancelled by RP",1
2019-07-26,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",3
2019-07-26,"Violent Crime/Abuse or Neglect/Public Safety","Service",2
2019-07-27,"Documentation Only/Miscellaneous","Service",2
2019-07-27,"Drug/Alcohol","Arrest Made",1
2019-07-27,"Mental Health/Welfare","Cancelled by RP",1
2019-07-27,"Mental Health/Welfare","Service",3
2019-07-27,"Nuisance/Code Enforcement","Advised",2
2019-07-27,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-27,"Nuisance/Code Enforcement","Referred",1
2019-07-27,"Nuisance/Code Enforcement","Service",1
2019-07-27,"Nuisance/Code Enforcement","Unable to Locate",1
2019-07-27,"Officer-Initiated Contact","Advised",8
2019-07-27,"Officer-Initiated Contact","Arrest Made",1
2019-07-27,"Officer-Initiated Contact","Cited",4
2019-07-27,"Officer-Initiated Contact","Report Taken",1
2019-07-27,"Officer-Initiated Contact","Service",4
2019-07-27,"Patrol Response for Assessment","Cancelled by RP",7
2019-07-27,"Patrol Response for Assessment","Referred",2
2019-07-27,"Patrol Response for Assessment","Report Taken",1
2019-07-27,"Patrol Response for Assessment","Service",28
2019-07-27,"Patrol Response for Assessment","Transient Contact",1
2019-07-27,"Patrol Response for Assessment","Unable to Locate",2
2019-07-27,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-27,"Property Theft/Destruction/Lost","Service",2
2019-07-27,"Required Other Agency/Department Response","Referred",1
2019-07-27,"Suspicious Activity","Cancelled by RP",2
2019-07-27,"Suspicious Activity","False Alarm",2
2019-07-27,"Suspicious Activity","Service",4
2019-07-27,"Suspicious Activity","Unable to Locate",5
2019-07-27,"Traffic/Major Safety","Unable to Locate",1
2019-07-27,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-27,"Traffic/Minor Vehicle Violations or Issues","Service",4
2019-07-27,"Traffic/Minor Vehicle Violations or Issues","Unable to Locate",1
2019-07-27,"Violent Crime/Abuse or Neglect/Public Safety","Advised",2
2019-07-27,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
2019-07-28,"Documentation Only/Miscellaneous","Cancelled by RP",1
2019-07-28,"Documentation Only/Miscellaneous","Service",5
2019-07-28,"Drug/Alcohol","Arrest Made",1
2019-07-28,"Mental Health/Welfare","Service",8
2019-07-28,"Nuisance/Code Enforcement","Service",1
2019-07-28,"Nuisance/Code Enforcement","Unable to Locate",2
2019-07-28,"Officer-Initiated Contact","Advised",4
2019-07-28,"Officer-Initiated Contact","Arrest Made",1
2019-07-28,"Officer-Initiated Contact","Cited",3
2019-07-28,"Officer-Initiated Contact","Service",8
2019-07-28,"Patrol Response for Assessment","Arrest Made",1
2019-07-28,"Patrol Response for Assessment","Cancelled by RP",2
2019-07-28,"Patrol Response for Assessment","Referred",1
2019-07-28,"Patrol Response for Assessment","Service",20
2019-07-28,"Patrol Response for Assessment","Unable to Locate",3
2019-07-28,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-28,"Property Theft/Destruction/Lost","Report Taken",3
2019-07-28,"Property Theft/Destruction/Lost","Service",4
2019-07-28,"Required Other Agency/Department Response","Service",3
2019-07-28,"Suspicious Activity","Arrest Made",1
2019-07-28,"Suspicious Activity","Cancelled by RP",1
2019-07-28,"Suspicious Activity","False Alarm",2
2019-07-28,"Suspicious Activity","Service",6
2019-07-28,"Traffic/Major Safety","Arrest Made",1
2019-07-28,"Traffic/Major Safety","Referred",1
2019-07-28,"Traffic/Major Safety","Service",2
2019-07-28,"Traffic/Minor Vehicle Violations or Issues","Cited",1
2019-07-28,"Traffic/Minor Vehicle Violations or Issues","Referred",1
2019-07-28,"Traffic/Minor Vehicle Violations or Issues","Service",1
2019-07-28,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-28,"Violent Crime/Abuse or Neglect/Public Safety","Service",3
2019-07-29,"Documentation Only/Miscellaneous","Cancelled by RP",1
2019-07-29,"Documentation Only/Miscellaneous","Service",3
2019-07-29,"Drug/Alcohol","Arrest Made",1
2019-07-29,"Drug/Alcohol","Service",1
2019-07-29,"Mental Health/Welfare","Service",2
2019-07-29,"Nuisance/Code Enforcement","Advised",1
2019-07-29,"Nuisance/Code Enforcement","Cancelled by RP",1
2019-07-29,"Nuisance/Code Enforcement","MORF",1
2019-07-29,"Nuisance/Code Enforcement","Referred",3
2019-07-29,"Nuisance/Code Enforcement","Service",10
2019-07-29,"Officer-Initiated Contact","Advised",6
2019-07-29,"Officer-Initiated Contact","Report Taken",1
2019-07-29,"Officer-Initiated Contact","Service",8
2019-07-29,"Online Crime Reporting","Report Taken",9
2019-07-29,"Patrol Response for Assessment","Advised",2
2019-07-29,"Patrol Response for Assessment","Arrest Made",1
2019-07-29,"Patrol Response for Assessment","Cancelled by RP",5
2019-07-29,"Patrol Response for Assessment","Referred",1
2019-07-29,"Patrol Response for Assessment","Report Taken",1
2019-07-29,"Patrol Response for Assessment","Service",35
2019-07-29,"Patrol Response for Assessment","Unable to Locate",4
2019-07-29,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-29,"Property Theft/Destruction/Lost","MORF",1
2019-07-29,"Property Theft/Destruction/Lost","Report Taken",4
2019-07-29,"Property Theft/Destruction/Lost","Service",5
2019-07-29,"Property Theft/Destruction/Lost","Unable to Locate",2
2019-07-29,"Suspicious Activity","Advised",2
2019-07-29,"Suspicious Activity","Service",9
2019-07-29,"Suspicious Activity","Unable to Locate",4
2019-07-29,"Traffic/Major Safety","Service",1
2019-07-29,"Traffic/Minor Vehicle Violations or Issues","Report Taken",3
2019-07-29,"Traffic/Minor Vehicle Violations or Issues","Service",6
2019-07-29,"Violent Crime/Abuse or Neglect/Public Safety","Report Taken",1
2019-07-29,"Violent Crime/Abuse or Neglect/Public Safety","Service",4
2019-07-30,"Documentation Only/Miscellaneous","Report Taken",1
2019-07-30,"Documentation Only/Miscellaneous","Service",3
2019-07-30,"Mental Health/Welfare","Referred",1
2019-07-30,"Mental Health/Welfare","Service",3
2019-07-30,"Nuisance/Code Enforcement","Referred",1
2019-07-30,"Nuisance/Code Enforcement","Service",12
2019-07-30,"Nuisance/Code Enforcement","Unfounded",1
2019-07-30,"Officer-Initiated Contact","Advised",5
2019-07-30,"Officer-Initiated Contact","Cited",1
2019-07-30,"Officer-Initiated Contact","Report Taken",1
2019-07-30,"Officer-Initiated Contact","Service",7
2019-07-30,"Online Crime Reporting","Report Taken",8
2019-07-30,"Patrol Response for Assessment","Advised",1
2019-07-30,"Patrol Response for Assessment","Cancelled by RP",1
2019-07-30,"Patrol Response for Assessment","Report Taken",2
2019-07-30,"Patrol Response for Assessment","Service",25
2019-07-30,"Patrol Response for Assessment","Unable to Locate",1
2019-07-30,"Property Theft/Destruction/Lost","Cancelled by RP",1
2019-07-30,"Property Theft/Destruction/Lost","Report Taken",1
2019-07-30,"Property Theft/Destruction/Lost","Service",2
2019-07-30,"Suspicious Activity","Cancelled by RP",1
2019-07-30,"Suspicious Activity","False Alarm",1
2019-07-30,"Suspicious Activity","Service",5
2019-07-30,"Suspicious Activity","Unable to Locate",1
2019-07-30,"Traffic/Major Safety","Service",2
2019-07-30,"Traffic/Minor Vehicle Violations or Issues","Report Taken",1
2019-07-30,"Traffic/Minor Vehicle Violations or Issues","Service",6
2019-07-30,"Violent Crime/Abuse or Neglect/Public Safety","Advised",1
2019-07-30,"Violent Crime/Abuse or Neglect/Public Safety","Service",1
